image,nation,bigImage,mastery,kpg,xp,dpg,winrate,awards,dpgRanking,armoreff,moe,kd,isPrem,spots,name,wn8,id,dmgratio,hitratio,class,survival,battles,tier
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/poland-Pl19_CS_52_LIS.png,poland,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/poland-Pl19_CS_52_LIS.png,4,1.72,1313,2604,67.1,"{'battleHeroes': {'highCaliber': 25, 'topGun': 4, 'confederate': 18, 'tankSniper': 1, 'defender': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 134, 'duelist': 20, 'fighter': 21, 'shellproof': 2, 'kamikaze': 4, 'spotter': 6, 'reaper': 5, 'masterGunner': 21, 'sharpShooter': 59}, 'epic': {'lehvaslaiho': 8, 'oskin': 1, 'pascucci': 1, 'radley': 1}}","[1094, 148902]",0.37,3,2.74,True,1.94,CS-52 LIS,4505,51089,2.33,78,MT,37.42,155,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A95_T95_E6.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A95_T95_E6.png,4,1.91,1102,3622,63.22,"{'battleHeroes': {'highCaliber': 51, 'topGun': 11, 'confederate': 32, 'tankSniper': 7, 'steelWall': 1, 'defender': 1, 'patrolDuty': 3}, 'main': {'fireForEffect': 204, 'duelist': 34, 'fighter': 32, 'shellproof': 3, 'spotter': 6, 'reaper': 4, 'masterGunner': 19, 'sharpShooter': 35}, 'epic': {'pascucci': 2}}","[537, 8935]",0.39,3,3.31,True,2.2,T95E6,4189,55841,2.1,78,MT,42.15,242,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB107_Cavalier.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB107_Cavalier.png,4,2.02,990,1166,68,"{'battleHeroes': {'highCaliber': 8, 'topGun': 2, 'confederate': 2, 'defender': 1, 'scout': 1, 'patrolDuty': 3}, 'main': {'fireForEffect': 40, 'duelist': 7, 'fighter': 8, 'kamikaze': 1, 'spotter': 4, 'masterGunner': 14, 'sharpShooter': 31}, 'epic': {'lehvaslaiho': 3, 'nicol': 1, 'oskin': 2, 'pascucci': 1}}","[90, 19534]",0.16,3,3.48,False,2.76,Cavalier,4979,16209,2.22,72,MT,42,50,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz15_Skoda_T-45_Prem.png,czech,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz15_Skoda_T-45_Prem.png,4,1.92,1334,2172,64.08,"{'battleHeroes': {'highCaliber': 18, 'topGun': 1, 'confederate': 8, 'steelWall': 11, 'defender': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 75, 'duelist': 21, 'fighter': 12, 'shellproof': 8, 'kamikaze': 1, 'spotter': 3, 'reaper': 3, 'masterGunner': 22, 'sharpShooter': 34}, 'epic': {'delanglade': 1, 'pascucci': 1, 'radley': 1}}","[10, 1365]",0.64,2,3.81,True,1.53,Škoda T 45,4309,51313,1.81,76,HT,49.51,103,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G101_StuG_III.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G101_StuG_III.png,4,1.48,629,642,60.61,"{'battleHeroes': {'highCaliber': 3}, 'main': {'fireForEffect': 14, 'fighter': 3, 'kamikaze': 1, 'reaper': 3, 'masterGunner': 13, 'sharpShooter': 16}, 'epic': {}}",,0.19,0,2.45,False,1.36,StuG III B,2177,17937,3.36,71,TD,39.39,33,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F118_Char_Mle_75.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F118_Char_Mle_75.png,4,1.69,1258,2676,67,"{'battleHeroes': {'highCaliber': 5, 'topGun': 1, 'confederate': 3, 'tankSniper': 3, 'defender': 1, 'scout': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 86, 'duelist': 9, 'fighter': 9, 'kamikaze': 2, 'spotter': 7, 'reaper': 3, 'masterGunner': 70, 'sharpShooter': 121}, 'epic': {'orlik': 2, 'pascucci': 2, 'radley': 1}}","[28, 34403]",0.1,3,3.38,True,2.5,Char Mle. 75,5535,32321,2.88,76,LT,50,100,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB101_FV1066_Senlac.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB101_FV1066_Senlac.png,4,1.63,1141,1655,61.39,"{'battleHeroes': {'highCaliber': 7, 'topGun': 2, 'confederate': 13, 'tankSniper': 3, 'defender': 3, 'invader': 1, 'scout': 6, 'patrolDuty': 14}, 'main': {'fireForEffect': 113, 'duelist': 15, 'fighter': 20, 'spotter': 7, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 36}, 'epic': {'naydin': 1, 'orlik': 6, 'pascucci': 2}}","[111, 32800]",0,3,2.53,True,3.8,Senlac,5045,58449,1.85,79,LT,35.44,158,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G72_JagdPz_E100.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G72_JagdPz_E100.png,4,1.68,950,3280,65.39,"{'battleHeroes': {'highCaliber': 85, 'topGun': 8, 'confederate': 3, 'tankSniper': 8, 'steelWall': 26, 'invader': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 397, 'duelist': 50, 'fighter': 60, 'shellproof': 49, 'spotter': 4, 'reaper': 7, 'masterGunner': 24, 'sharpShooter': 33}, 'epic': {'pascucci': 1}}","[1674, 416102]",1.13,3,3.14,False,0.98,Jg.Pz. E 100,3382,12049,1.96,75,TD,46.43,575,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R71_IS_2B.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R71_IS_2B.png,4,2.26,1274,2157,69.92,"{'battleHeroes': {'highCaliber': 29, 'topGun': 7, 'confederate': 5, 'tankSniper': 4, 'steelWall': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 102, 'duelist': 19, 'fighter': 21, 'shellproof': 2, 'kamikaze': 1, 'spotter': 2, 'reaper': 4, 'masterGunner': 13, 'sharpShooter': 20}, 'epic': {'dumitru': 1, 'naydin': 1}}","[44, 47210]",0.46,3,4.79,True,1.76,IS-2,4437,59137,2.25,73,HT,52.85,123,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It15_Rinoceronte.png,italy,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It15_Rinoceronte.png,4,1.64,1098,3511,68.25,"{'battleHeroes': {'highCaliber': 27, 'topGun': 3, 'confederate': 22, 'tankSniper': 7, 'steelWall': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 183, 'duelist': 20, 'fighter': 23, 'shellproof': 4, 'spotter': 3, 'reaper': 3, 'masterGunner': 24, 'sharpShooter': 51}, 'epic': {'pascucci': 6, 'radley': 1}}","[541, 72328]",0.54,3,3.23,False,1.19,Rinoceronte,3624,2977,2.21,85,HT,49.29,211,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A141_M_IV_Y.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A141_M_IV_Y.png,4,1.71,1300,2750,60.98,"{'battleHeroes': {'highCaliber': 16, 'topGun': 1, 'confederate': 9, 'tankSniper': 1, 'steelWall': 3}, 'main': {'fireForEffect': 102, 'duelist': 13, 'fighter': 17, 'shellproof': 8, 'kamikaze': 1, 'spotter': 2, 'reaper': 5, 'masterGunner': 16, 'sharpShooter': 42}, 'epic': {}}","[135, 29964]",0.55,3,2.92,True,1.29,M-IV-Y,4387,43553,2.07,78,HT,41.46,123,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G05_StuG_40_AusfG.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G05_StuG_40_AusfG.png,4,1.59,675,804,61.15,"{'battleHeroes': {'highCaliber': 17, 'topGun': 5, 'confederate': 5, 'tankSniper': 1, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 57, 'duelist': 3, 'fighter': 10, 'kamikaze': 1, 'spotter': 3, 'reaper': 3, 'masterGunner': 16, 'sharpShooter': 28}, 'epic': {}}","[5715, 1010542]",0.27,3,2.18,False,1.47,StuG III G,2640,1041,2.76,75,TD,27.39,157,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R133_KV_122.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R133_KV_122.png,4,2.03,1152,1847,64.36,"{'battleHeroes': {'highCaliber': 19, 'topGun': 6, 'confederate': 1, 'tankSniper': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 74, 'duelist': 20, 'fighter': 15, 'kamikaze': 3, 'spotter': 2, 'reaper': 4, 'masterGunner': 16, 'sharpShooter': 22}, 'epic': {'radley': 1}}","[108, 34739]",0.2,3,3.36,True,2.17,KV-122,4190,49921,1.79,74,HT,39.6,101,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G40_Nashorn.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G40_Nashorn.png,4,1.98,956,1413,65.9,"{'battleHeroes': {'highCaliber': 20, 'topGun': 10, 'confederate': 7, 'tankSniper': 10, 'defender': 3}, 'main': {'fireForEffect': 102, 'duelist': 7, 'fighter': 17, 'spotter': 2, 'reaper': 4, 'masterGunner': 30, 'sharpShooter': 32}, 'epic': {'radley': 1}}","[591, 591817]",0,3,3.73,False,1.21,Nashorn,3988,11793,3.23,74,TD,46.82,173,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB122_Staghound_Mk_III.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB122_Staghound_Mk_III.png,4,2.23,1224,1429,68.57,"{'battleHeroes': {'highCaliber': 10, 'topGun': 7, 'confederate': 3, 'tankSniper': 2, 'defender': 1, 'scout': 3, 'patrolDuty': 5}, 'main': {'fireForEffect': 54, 'duelist': 16, 'fighter': 8, 'spotter': 4, 'reaper': 4, 'masterGunner': 25, 'sharpShooter': 26}, 'epic': {'fadin': 2, 'lehvaslaiho': 6, 'oskin': 1, 'pascucci': 1, 'radley': 1}}","[79, 7749]",0.01,3,4.11,False,3.63,Staghound,4722,20305,2.2,74,MT,45.71,70,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J01_NC27.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J01_NC27.png,4,2.26,562,215,68.42,"{'battleHeroes': {'topGun': 1, 'confederate': 1, 'scout': 1, 'patrolDuty': 1}, 'main': {'reaper': 3, 'masterGunner': 12, 'sharpShooter': 19}, 'epic': {}}",,0,0,2.87,False,2.79,R. Otsu,1597,609,2.11,61,LT,21.05,19,1
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch41_WZ_111_QL.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch41_WZ_111_QL.png,4,1.83,1158,3752,66.3,"{'battleHeroes': {'highCaliber': 28, 'topGun': 4, 'confederate': 19, 'steelWall': 6, 'defender': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 160, 'duelist': 32, 'fighter': 24, 'shellproof': 12, 'spotter': 7, 'reaper': 4, 'masterGunner': 14, 'sharpShooter': 31}, 'epic': {'pascucci': 2}}","[171, 6247]",0.71,3,3.51,True,1.48,WZ-111 QL,4402,62257,2.09,76,HT,47.83,184,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch29_Type_62C_prot.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch29_Type_62C_prot.png,4,1.74,1092,2804,67.49,"{'battleHeroes': {'highCaliber': 31, 'topGun': 8, 'confederate': 36, 'tankSniper': 11, 'defender': 1, 'scout': 7, 'patrolDuty': 10}, 'main': {'fireForEffect': 199, 'duelist': 27, 'fighter': 31, 'spotter': 8, 'reaper': 4, 'masterGunner': 14, 'sharpShooter': 40}, 'epic': {'fadin': 1, 'naydin': 1, 'pascucci': 4, 'radley': 1}}","[89, 33832]",0.17,3,2.81,False,3.89,WZ-132-1,5008,5937,2.16,78,LT,38.27,243,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J21_Type_91.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J21_Type_91.png,4,1.85,603,477,80,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 18, 'duelist': 2, 'fighter': 2, 'masterGunner': 11, 'sharpShooter': 11}, 'epic': {}}",,0.12,0,3.7,False,0.75,Type 91,2367,4705,2.88,60,HT,50,20,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G48_E-25.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G48_E-25.png,4,2.36,1144,1674,70.56,"{'battleHeroes': {'highCaliber': 60, 'topGun': 19, 'confederate': 23, 'tankSniper': 15, 'steelWall': 2, 'defender': 5, 'scout': 2, 'patrolDuty': 9}, 'main': {'fireForEffect': 262, 'duelist': 68, 'fighter': 75, 'kamikaze': 4, 'spotter': 4, 'reaper': 3, 'masterGunner': 32, 'sharpShooter': 45}, 'epic': {'delanglade': 1, 'kolobanov': 1, 'naydin': 1, 'pascucci': 12, 'radley': 4}}","[3847, 336706]",0.1,3,4.13,True,2.73,E 25,3757,55569,2.46,81,TD,42.92,445,7
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch32_SU-76G_FT.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch32_SU-76G_FT.png,4,3.63,1011,975,62.5,"{'battleHeroes': {'highCaliber': 3, 'topGun': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 8, 'duelist': 1, 'fighter': 3, 'spotter': 1, 'reaper': 5, 'masterGunner': 13, 'sharpShooter': 13}, 'epic': {}}",,0.05,0,5.8,False,3.38,SU-76G FT,3513,6961,3.73,63,TD,37.5,8,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F52_RenaultUE57.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F52_RenaultUE57.png,4,1.47,446,371,59.68,"{'battleHeroes': {'highCaliber': 1, 'scout': 1}, 'main': {'fireForEffect': 10, 'duelist': 1, 'fighter': 4, 'masterGunner': 18, 'sharpShooter': 20}, 'epic': {}}","[2086, 28780]",0,0,1.98,False,2.11,UE 57,1523,8257,3.04,65,TD,25.81,62,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A92_M60.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A92_M60.png,4,1.85,1141,3738,61.73,"{'battleHeroes': {'highCaliber': 88, 'topGun': 12, 'confederate': 76, 'tankSniper': 13, 'steelWall': 4, 'defender': 2, 'scout': 1, 'patrolDuty': 8}, 'main': {'fireForEffect': 378, 'duelist': 63, 'fighter': 63, 'shellproof': 3, 'spotter': 5, 'reaper': 5, 'masterGunner': 34, 'sharpShooter': 53}, 'epic': {'pascucci': 3, 'radley': 1}}","[514, 56677]",0.27,3,3.25,True,2.29,M60,4588,15905,2.19,79,MT,42.92,452,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S08_Ikv_65_Alt_2.png,sweden,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S08_Ikv_65_Alt_2.png,4,1.85,1080,1557,67.71,"{'battleHeroes': {'highCaliber': 18, 'topGun': 3, 'confederate': 6, 'tankSniper': 5, 'defender': 1}, 'main': {'fireForEffect': 82, 'duelist': 6, 'fighter': 14, 'spotter': 1, 'reaper': 3, 'masterGunner': 16, 'sharpShooter': 27}, 'epic': {'kolobanov': 1}}","[46, 498810]",0.01,3,3.07,False,1.79,Ikv 65 II,4709,3713,3.23,77,TD,39.58,96,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J18_STA_2_3.png,japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J18_STA_2_3.png,4,1.68,1194,2131,63.36,"{'battleHeroes': {'highCaliber': 32, 'topGun': 5, 'confederate': 40, 'tankSniper': 5, 'defender': 4, 'scout': 2, 'patrolDuty': 4}, 'main': {'fireForEffect': 213, 'duelist': 33, 'fighter': 28, 'kamikaze': 1, 'spotter': 4, 'reaper': 4, 'masterGunner': 19, 'sharpShooter': 33}, 'epic': {'lehvaslaiho': 4, 'oskin': 1, 'radley': 2}}","[302, 75601]",0.08,3,3.01,True,2.09,STA-2,4587,52065,1.87,77,MT,44.18,292,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F87_Batignolles-Chatillon_12t.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F87_Batignolles-Chatillon_12t.png,4,1.95,1224,1795,65.66,"{'battleHeroes': {'highCaliber': 6, 'topGun': 3, 'confederate': 4, 'tankSniper': 3, 'defender': 2, 'scout': 7, 'patrolDuty': 7}, 'main': {'fireForEffect': 82, 'duelist': 7, 'fighter': 13, 'spotter': 7, 'masterGunner': 25, 'sharpShooter': 45}, 'epic': {'orlik': 10, 'pascucci': 6, 'radley': 1}}","[273, 499873]",0,3,3.39,False,4.16,B-C 12 t,5912,17473,2.23,84,LT,42.42,99,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB06_Vickers_Medium_Mk_III.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB06_Vickers_Medium_Mk_III.png,4,1.08,406,249,61.54,"{'battleHeroes': {'topGun': 1}, 'main': {'masterGunner': 12, 'sharpShooter': 12}, 'epic': {}}",,0,0,1.4,False,1,Medium III,1145,2385,1.01,70,MT,23.08,13,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R174_BT-5.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R174_BT-5.png,4,2.6,703,930,60,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 5, 'duelist': 1, 'fighter': 2, 'masterGunner': 9, 'sharpShooter': 14}, 'epic': {}}",,0.01,0,4.33,False,0.8,BT-5,4872,23041,2.39,67,LT,40,5,3
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch12_111_1_2_3.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch12_111_1_2_3.png,4,1.5,1097,2531,60.1,"{'battleHeroes': {'highCaliber': 54, 'topGun': 14, 'confederate': 31, 'tankSniper': 2, 'steelWall': 24, 'defender': 2, 'scout': 2, 'patrolDuty': 3}, 'main': {'fireForEffect': 201, 'duelist': 54, 'fighter': 38, 'shellproof': 17, 'kamikaze': 4, 'spotter': 4, 'reaper': 7, 'masterGunner': 26, 'sharpShooter': 65}, 'epic': {'radley': 2}}","[9682, 253504]",0.73,3,2.26,False,1.99,WZ-111 1-4,3497,2097,1.59,83,HT,33.44,619,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S28_UDES_15_16.png,sweden,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S28_UDES_15_16.png,4,1.88,1176,3764,68.08,"{'battleHeroes': {'highCaliber': 43, 'topGun': 4, 'confederate': 35, 'tankSniper': 8, 'steelWall': 2, 'patrolDuty': 3}, 'main': {'fireForEffect': 181, 'duelist': 34, 'fighter': 27, 'shellproof': 6, 'spotter': 5, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 29}, 'epic': {'pascucci': 2}}","[593, 133219]",0.56,3,3.96,False,1.72,UDES 15/16,4315,5505,2.49,79,MT,52.58,213,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB73_AT2.png,uk,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB73_AT2.png,4,1.9,911,1029,68.97,"{'battleHeroes': {'highCaliber': 15, 'topGun': 3, 'confederate': 1, 'steelWall': 9, 'defender': 2}, 'main': {'fireForEffect': 72, 'duelist': 9, 'fighter': 10, 'shellproof': 19, 'spotter': 1, 'masterGunner': 20, 'sharpShooter': 31}, 'epic': {'radley': 1}}","[123, 362331]",3.04,3,3.84,False,1.28,AT 2,4011,8785,3.51,74,TD,50.57,87,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A31_M36_Slagger.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A31_M36_Slagger.png,4,1.46,794,1143,60.57,"{'battleHeroes': {'highCaliber': 26, 'topGun': 3, 'confederate': 9, 'tankSniper': 6, 'defender': 2, 'patrolDuty': 3}, 'main': {'fireForEffect': 123, 'duelist': 7, 'fighter': 22, 'shellproof': 3, 'kamikaze': 1, 'spotter': 2, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 28}, 'epic': {'halonen': 1}}","[4221, 264119]",0.25,3,2.37,False,1.39,Jackson,2744,7201,2.47,73,TD,38.62,246,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R88_Object268.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R88_Object268.png,4,1.87,1032,3730,65.41,"{'battleHeroes': {'highCaliber': 33, 'topGun': 5, 'confederate': 6, 'tankSniper': 8, 'steelWall': 2, 'defender': 2, 'patrolDuty': 3}, 'main': {'fireForEffect': 138, 'duelist': 23, 'fighter': 21, 'shellproof': 1, 'spotter': 5, 'reaper': 5, 'masterGunner': 15, 'sharpShooter': 20}, 'epic': {'pascucci': 1, 'radley': 1}}","[299, 255801]",0.46,3,3.58,False,1.5,Obj. 268,4088,13569,2.43,74,TD,47.8,159,10
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F71_AMX_30_prototype.png,4,2.1,1171,2795,70.11,"{'battleHeroes': {'highCaliber': 46, 'topGun': 8, 'confederate': 25, 'tankSniper': 10, 'defender': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 223, 'duelist': 45, 'fighter': 49, 'shellproof': 3, 'kamikaze': 2, 'spotter': 4, 'reaper': 4, 'masterGunner': 17, 'sharpShooter': 27}, 'epic': {'lehvaslaiho': 2, 'naydin': 1, 'pascucci': 2}}","[2089, 161546]",0.14,3,4.19,False,1.82,AMX 30,4212,15681,2.24,77,MT,49.82,281,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch09_M5.png,china,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch09_M5.png,4,1.8,734,520,60,"{'battleHeroes': {'highCaliber': 1, 'topGun': 2}, 'main': {'masterGunner': 8, 'sharpShooter': 30}, 'epic': {}}",,0.1,0,2.25,False,2.7,M5A1 Stuart,2907,3121,1.57,71,LT,20,10,4
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F23_AMX_13F3AM.png,4,1.36,659,1356,59.57,"{'battleHeroes': {'highCaliber': 1, 'confederate': 2, 'invader': 1}, 'main': {'reaper': 4, 'masterGunner': 10, 'sharpShooter': 10}, 'epic': {}}","[4854, 508074]",0,0,2.67,False,0.07,AMX 13 F3,2559,4673,8.82,46,SPG,48.94,94,6
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G126_HWK_12.png,germany,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G126_HWK_12.png,4,1.64,1396,2280,71.19,"{'battleHeroes': {'highCaliber': 5, 'topGun': 2, 'confederate': 9, 'tankSniper': 4, 'defender': 1, 'scout': 4, 'patrolDuty': 4}, 'main': {'fireForEffect': 49, 'duelist': 3, 'fighter': 6, 'spotter': 4, 'masterGunner': 16, 'sharpShooter': 25}, 'epic': {'naydin': 1, 'orlik': 3}}","[6, 93930]",0,3,2.94,False,4.61,HWK 12,6902,20241,2.6,78,LT,44.07,59,8
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R193_M4A2_T_34.png,ussr,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R193_M4A2_T_34.png,4,1.6,1144,1172,58.06,"{'battleHeroes': {'highCaliber': 13, 'topGun': 3, 'confederate': 10, 'tankSniper': 3, 'defender': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 97, 'duelist': 18, 'fighter': 8, 'kamikaze': 2, 'spotter': 2, 'reaper': 4, 'masterGunner': 15, 'sharpShooter': 18}, 'epic': {'kolobanov': 1, 'lehvaslaiho': 15, 'oskin': 1, 'pascucci': 2, 'pool': 1}}","[39, 1232]",0.15,3,2.3,True,1.98,M4-85,4010,34305,2.17,65,MT,30.65,124,5
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png,france,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F115_Lorraine_50t.png,4,1.46,1151,2829,61.54,"{'battleHeroes': {'highCaliber': 8, 'confederate': 11, 'tankSniper': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 88, 'duelist': 12, 'fighter': 10, 'shellproof': 2, 'kamikaze': 1, 'spotter': 4, 'reaper': 3, 'masterGunner': 18, 'sharpShooter': 35}, 'epic': {}}","[151, 15039]",0.5,3,2.25,True,1.66,Lorraine 50 t,3828,43073,1.81,79,HT,35.04,117,9
https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A01_T1_Cunningham.png,usa,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A01_T1_Cunningham.png,4,1.94,548,224,66.53,"{'battleHeroes': {'topGun': 14, 'confederate': 1, 'scout': 7, 'patrolDuty': 14}, 'main': {'fireForEffect': 41, 'duelist': 9, 'fighter': 7, 'masterGunner': 81, 'sharpShooter': 184}, 'epic': {}}","[11531, 327913]",0.07,0,3.15,False,3.02,T1,1912,545,2.43,62,LT,38.43,242,1
