isPrem,dmgratio,hitratio,kd,nation,winrate,spots,moe,xp,image,battles,mastery,id,wn8,tier,bigImage,kpg,class,awards,armoreff,name,dpg,survival,dpgRanking
True,3.69,65,4.06,france,66.28,2.36,3,1057,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F112_M10_RBFM.png,86,4,61249,3824,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F112_M10_RBFM.png,2.45,TD,"{'battleHeroes': {'highCaliber': 24, 'topGun': 4, 'confederate': 1, 'defender': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 73, 'duelist': 10, 'fighter': 23, 'kamikaze': 1, 'spotter': 1, 'reaper': 3, 'masterGunner': 16, 'sharpShooter': 28}, 'epic': {'fadin': 1, 'pascucci': 4, 'radley': 1}}",0.13,M10 RBFM,1140,39.53,
False,1.57,67,1.72,usa,63.87,3.37,3,1024,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A100_T49.png,656,4,18209,3393,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A100_T49.png,1.2,LT,"{'battleHeroes': {'highCaliber': 15, 'topGun': 6, 'confederate': 16, 'tankSniper': 5, 'defender': 3, 'invader': 2, 'scout': 24, 'patrolDuty': 15}, 'main': {'fireForEffect': 386, 'duelist': 29, 'fighter': 33, 'kamikaze': 9, 'spotter': 11, 'reaper': 8, 'masterGunner': 13, 'sharpShooter': 22}, 'epic': {'dumitru': 1, 'orlik': 2, 'pascucci': 1}}",0,T49,1567,29.88,
True,1.88,76,2.24,ussr,64.96,1.84,3,1229,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png,137,4,44545,3752,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R119_Object_777.png,1.34,HT,"{'battleHeroes': {'highCaliber': 17, 'topGun': 2, 'confederate': 11, 'tankSniper': 1, 'steelWall': 13, 'scout': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 108, 'duelist': 19, 'fighter': 6, 'shellproof': 18, 'spotter': 5, 'masterGunner': 18, 'sharpShooter': 28}, 'epic': {}}",1,Obj. 777 II,3002,40.15,
True,1.72,77,2.72,sweden,72.22,2.26,3,1344,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S23_Strv_81.png,90,4,52353,4385,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S23_Strv_81.png,1.63,MT,"{'battleHeroes': {'highCaliber': 7, 'topGun': 2, 'confederate': 18, 'steelWall': 5}, 'main': {'fireForEffect': 69, 'duelist': 13, 'fighter': 11, 'shellproof': 4, 'kamikaze': 1, 'spotter': 3, 'reaper': 3, 'masterGunner': 14, 'sharpShooter': 27}, 'epic': {'lehvaslaiho': 3}}",0.71,Strv 81,2123,40,
False,4.14,75,4.29,japan,70.18,1.26,3,946,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J37_Type_3_Ho_Ni_III.png,57,4,7009,5089,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J37_Type_3_Ho_Ni_III.png,2.33,TD,"{'battleHeroes': {'highCaliber': 8, 'topGun': 2, 'confederate': 3, 'tankSniper': 4, 'patrolDuty': 1}, 'main': {'fireForEffect': 53, 'duelist': 4, 'fighter': 15, 'spotter': 2, 'reaper': 3, 'masterGunner': 27, 'sharpShooter': 34}, 'epic': {'halonen': 1}}",0.03,Ho-Ni III,1334,45.61,
False,1.78,81,2.18,france,60.39,1.7,3,1008,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F37_AMX50_Foch.png,361,4,11073,2668,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F37_AMX50_Foch.png,1.5,TD,"{'battleHeroes': {'highCaliber': 18, 'topGun': 5, 'confederate': 15, 'tankSniper': 6, 'steelWall': 16, 'invader': 1}, 'main': {'fireForEffect': 96, 'duelist': 20, 'fighter': 19, 'shellproof': 13, 'kamikaze': 4, 'spotter': 3, 'reaper': 5, 'masterGunner': 21, 'sharpShooter': 47}, 'epic': {'radley': 1}}",0.85,Foch,2360,31.3,
True,2.22,83,4.25,ussr,71.43,1.76,3,1278,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R157_Object_279R.png,1218,4,46849,3819,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R157_Object_279R.png,1.98,HT,"{'battleHeroes': {'highCaliber': 322, 'topGun': 38, 'confederate': 129, 'tankSniper': 5, 'steelWall': 268, 'defender': 7, 'invader': 2, 'patrolDuty': 5}, 'main': {'fireForEffect': 1021, 'duelist': 325, 'fighter': 179, 'shellproof': 246, 'spotter': 5, 'reaper': 4, 'masterGunner': 27, 'sharpShooter': 56}, 'epic': {'dumitru': 1, 'naydin': 1, 'pascucci': 16, 'radley': 8}}",1.56,Obj. 279 (e),4191,53.45,
True,1.94,78,2.69,germany,62.73,1.88,3,1264,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G143_E75_TS.png,161,4,46865,4528,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G143_E75_TS.png,1.69,HT,"{'battleHeroes': {'highCaliber': 25, 'topGun': 3, 'confederate': 13, 'tankSniper': 1, 'steelWall': 11, 'defender': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 126, 'duelist': 25, 'fighter': 19, 'shellproof': 17, 'kamikaze': 3, 'spotter': 4, 'reaper': 5, 'masterGunner': 20, 'sharpShooter': 30}, 'epic': {}}",0.83,E 75 TS,2597,37.27,
False,2.65,74,2.92,germany,59.54,0.66,3,889,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G43_Sturer_Emil.png,351,4,11025,3365,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G43_Sturer_Emil.png,1.68,TD,"{'battleHeroes': {'highCaliber': 34, 'topGun': 6, 'tankSniper': 13, 'defender': 3}, 'main': {'fireForEffect': 171, 'duelist': 12, 'fighter': 18, 'spotter': 3, 'reaper': 5, 'masterGunner': 19, 'sharpShooter': 31}, 'epic': {'fadin': 2, 'radley': 1}}",0.04,St. Emil,1630,42.45,
False,1.63,78,1.14,france,60.41,4.89,3,753,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F62_ELC_AMX.png,442,4,14145,2720,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F62_ELC_AMX.png,0.91,LT,"{'battleHeroes': {'highCaliber': 6, 'topGun': 4, 'confederate': 5, 'defender': 1, 'invader': 1, 'scout': 47, 'patrolDuty': 14}, 'main': {'fireForEffect': 41, 'duelist': 2, 'fighter': 3, 'kamikaze': 1, 'spotter': 2, 'reaper': 4, 'masterGunner': 16, 'sharpShooter': 24}, 'epic': {'orlik': 3, 'pascucci': 3}}",0.01,AMX ELC bis,581,19.68,
True,1.66,76,3.05,germany,66.22,1.28,3,1215,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G138_VK168_02_Mauerbrecher.png,148,4,48145,4078,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G138_VK168_02_Mauerbrecher.png,1.63,HT,"{'battleHeroes': {'highCaliber': 15, 'topGun': 1, 'confederate': 4, 'tankSniper': 2, 'steelWall': 16, 'patrolDuty': 2}, 'main': {'fireForEffect': 97, 'duelist': 22, 'fighter': 13, 'shellproof': 24, 'kamikaze': 1, 'spotter': 4, 'reaper': 4, 'masterGunner': 18, 'sharpShooter': 21}, 'epic': {'pascucci': 1}}",1.03,Mauerbrecher,2298,46.62,
False,2.31,74,2.31,ussr,61.75,1.45,3,1023,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R74_SU100M1.png,183,4,10241,3245,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R74_SU100M1.png,1.51,TD,"{'battleHeroes': {'highCaliber': 29, 'topGun': 3, 'confederate': 7, 'tankSniper': 5, 'steelWall': 2, 'defender': 3}, 'main': {'fireForEffect': 79, 'duelist': 8, 'fighter': 13, 'shellproof': 3, 'kamikaze': 2, 'spotter': 1, 'reaper': 3, 'masterGunner': 18, 'sharpShooter': 40}, 'epic': {'pascucci': 1, 'radley': 1}}",0.46,SU-100M1,1627,34.43,
False,2.78,74,4.78,ussr,78.38,2.93,3,1234,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R07_T-34-85.png,74,4,2561,5962,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R07_T-34-85.png,2.32,MT,"{'battleHeroes': {'highCaliber': 18, 'topGun': 5, 'confederate': 5, 'tankSniper': 3, 'steelWall': 1, 'defender': 3, 'scout': 2}, 'main': {'fireForEffect': 61, 'duelist': 13, 'fighter': 15, 'kamikaze': 2, 'spotter': 2, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 26}, 'epic': {'lehvaslaiho': 1, 'oskin': 1, 'radley': 1}}",0.23,T-34-85,1601,51.35,
True,3.4,83,5,ussr,0,5,0,1947,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R185_T_34_L_11_1941.png,1,4,33281,18548,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R185_T_34_L_11_1941.png,5,MT,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 1, 'duelist': 1, 'fighter': 1, 'masterGunner': 5}, 'epic': {}}",0.74,T-34 1941,1906,0,
False,0.88,64,1.12,france,66.67,0.79,0,324,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F13_AMX38.png,39,4,5953,712,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F13_AMX38.png,0.74,LT,"{'battleHeroes': {'confederate': 1, 'steelWall': 2}, 'main': {'masterGunner': 10, 'sharpShooter': 13}, 'epic': {}}",0,AMX 38,156,33.33,
True,1.67,73,1.96,ussr,60,1.91,0,484,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R86_LTP.png,35,4,56577,1957,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R86_LTP.png,1.51,LT,"{'battleHeroes': {'topGun': 2}, 'main': {'masterGunner': 22, 'sharpShooter': 22}, 'epic': {}}",0.49,LTP,306,22.86,
False,2.8,69,2.36,sweden,65.85,2.66,0,691,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S19_Sav_M43.png,41,4,3201,2138,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S19_Sav_M43.png,1.44,TD,"{'battleHeroes': {'highCaliber': 3, 'confederate': 2, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 29, 'duelist': 3, 'fighter': 2, 'spotter': 1, 'reaper': 4, 'masterGunner': 11, 'sharpShooter': 11}, 'epic': {}}",0.13,Sav m/43,549,39.02,
False,1.54,82,1.98,france,63.74,2.68,3,916,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F16_AMX_13_75.png,171,4,5185,2947,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/france-F16_AMX_13_75.png,1.3,LT,"{'battleHeroes': {'highCaliber': 3, 'topGun': 1, 'tankSniper': 3, 'defender': 1, 'invader': 2, 'scout': 3, 'patrolDuty': 1}, 'main': {'fireForEffect': 62, 'duelist': 1, 'fighter': 10, 'spotter': 3, 'reaper': 3, 'masterGunner': 30, 'sharpShooter': 30}, 'epic': {'orlik': 1, 'pascucci': 2}}",0.05,AMX 13 75,963,34.5,
True,2.44,74,4.11,uk,72.09,4,3,1266,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB85_Cromwell_Berlin.png,129,4,55889,4774,6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB85_Cromwell_Berlin.png,2.26,MT,"{'battleHeroes': {'highCaliber': 26, 'topGun': 9, 'confederate': 8, 'tankSniper': 4, 'defender': 5, 'scout': 12, 'patrolDuty': 9}, 'main': {'fireForEffect': 106, 'duelist': 19, 'fighter': 24, 'kamikaze': 2, 'spotter': 6, 'reaper': 3, 'masterGunner': 15, 'sharpShooter': 28}, 'epic': {'delanglade': 1, 'dumitru': 1, 'lehvaslaiho': 4, 'oskin': 1, 'radley': 2}}",0.08,Cromwell B,1460,44.96,
False,1.85,77,3.31,japan,80,1.7,0,1279,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J34_Ho_Ri_1.png,30,3,6753,3402,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J34_Ho_Ri_1.png,1.77,TD,"{'battleHeroes': {'highCaliber': 5, 'topGun': 1, 'confederate': 2, 'tankSniper': 1}, 'main': {'fireForEffect': 24, 'duelist': 3, 'fighter': 3, 'shellproof': 1, 'spotter': 3, 'reaper': 3, 'masterGunner': 9, 'sharpShooter': 15}, 'epic': {}}",0.98,Ho-Ri 1,3061,46.67,
False,1.71,79,2.54,usa,55.84,1.47,3,1074,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A143_M_V_Y.png,197,4,21537,3625,10,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A143_M_V_Y.png,1.58,HT,"{'battleHeroes': {'highCaliber': 12, 'topGun': 5, 'confederate': 21, 'steelWall': 8, 'defender': 1}, 'main': {'fireForEffect': 143, 'duelist': 30, 'fighter': 19, 'shellproof': 7, 'spotter': 3, 'reaper': 3, 'masterGunner': 14, 'sharpShooter': 37}, 'epic': {'kolobanov': 1, 'pascucci': 1, 'radley': 2}}",0.6,M-V-Y,3305,37.56,
False,2.3,74,2.75,germany,69.88,1.13,3,1038,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G71_JagdPantherII.png,342,4,11537,3250,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G71_JagdPantherII.png,1.65,TD,"{'battleHeroes': {'highCaliber': 36, 'topGun': 8, 'confederate': 7, 'tankSniper': 15, 'defender': 1, 'invader': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 136, 'duelist': 13, 'fighter': 21, 'kamikaze': 1, 'spotter': 7, 'reaper': 7, 'masterGunner': 14, 'sharpShooter': 31}, 'epic': {'pascucci': 1}}",0.34,JPanther II,2123,40.06,
False,1.64,77,2.79,ussr,68.91,2.89,3,1075,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R59_A44.png,193,4,12545,3659,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R59_A44.png,1.68,MT,"{'battleHeroes': {'highCaliber': 12, 'topGun': 3, 'confederate': 1, 'tankSniper': 2, 'steelWall': 8, 'defender': 2, 'invader': 1, 'scout': 2, 'patrolDuty': 2}, 'main': {'fireForEffect': 75, 'duelist': 21, 'fighter': 12, 'shellproof': 2, 'kamikaze': 6, 'spotter': 4, 'reaper': 4, 'masterGunner': 18, 'sharpShooter': 60}, 'epic': {'pascucci': 1, 'pool': 2}}",0.46,A-44,1480,39.9,
True,2.67,75,4.74,germany,70,2,0,798,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G36_PzII_J.png,60,4,51729,2004,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G36_PzII_J.png,2.45,LT,"{'battleHeroes': {'highCaliber': 6, 'topGun': 6, 'confederate': 5, 'steelWall': 5, 'defender': 4, 'patrolDuty': 1}, 'main': {'fireForEffect': 46, 'duelist': 17, 'fighter': 9, 'shellproof': 14, 'masterGunner': 38, 'sharpShooter': 120}, 'epic': {'delanglade': 1, 'kolobanov': 2, 'orlik': 1}}",3.64,Pz. II J,530,48.33,
False,4.12,67,4.63,italy,57.89,1.42,1,934,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png,19,4,5793,3993,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It28_Semovente_M41_Da_75_18.png,1.95,TD,"{'battleHeroes': {'highCaliber': 1, 'confederate': 1, 'patrolDuty': 2}, 'main': {'fireForEffect': 16, 'duelist': 2, 'fighter': 3, 'spotter': 2, 'masterGunner': 8, 'sharpShooter': 21}, 'epic': {}}",0.02,Semovente,1202,57.89,
True,2.23,78,4.14,czech,68.25,1.9,3,1302,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz13_T_27.png,126,4,51825,5361,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/czech-Cz13_T_27.png,2.13,MT,"{'battleHeroes': {'highCaliber': 14, 'topGun': 8, 'confederate': 5, 'tankSniper': 4, 'defender': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 105, 'duelist': 21, 'fighter': 18, 'spotter': 3, 'reaper': 3, 'masterGunner': 21, 'sharpShooter': 36}, 'epic': {'delanglade': 1, 'kolobanov': 1, 'lehvaslaiho': 6, 'oskin': 1, 'pascucci': 3, 'pool': 1}}",0.13,Škoda T 27,2497,48.41,
True,1.57,71,1.46,usa,61.17,4.19,0,522,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A19_T2_lt.png,376,4,51489,1264,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A19_T2_lt.png,1.22,LT,"{'battleHeroes': {'topGun': 10, 'confederate': 3, 'scout': 31, 'patrolDuty': 7}, 'main': {'fireForEffect': 5, 'fighter': 1, 'kamikaze': 6, 'masterGunner': 42, 'sharpShooter': 98}, 'epic': {}}",0.08,T2 Light,219,16.49,
True,1.9,80,3.2,germany,70.11,1.98,3,1200,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G105_T-55_NVA_DDR.png,378,4,60945,3874,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G105_T-55_NVA_DDR.png,1.86,MT,"{'battleHeroes': {'highCaliber': 36, 'topGun': 13, 'confederate': 24, 'tankSniper': 4, 'defender': 1, 'patrolDuty': 5}, 'main': {'fireForEffect': 290, 'duelist': 66, 'fighter': 55, 'shellproof': 2, 'kamikaze': 6, 'spotter': 4, 'reaper': 4, 'masterGunner': 22, 'sharpShooter': 45}, 'epic': {'lehvaslaiho': 3, 'naydin': 1, 'radley': 1}}",0.34,T 55A,2706,41.8,
False,2.99,75,3.22,sweden,64.17,1.77,3,1109,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S06_Ikv_90_Typ_B_Bofors.png,120,4,3969,4310,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S06_Ikv_90_Typ_B_Bofors.png,1.83,TD,"{'battleHeroes': {'highCaliber': 19, 'topGun': 8, 'confederate': 8, 'tankSniper': 7, 'defender': 2, 'scout': 1}, 'main': {'fireForEffect': 102, 'duelist': 9, 'fighter': 10, 'spotter': 2, 'reaper': 4, 'masterGunner': 27, 'sharpShooter': 28}, 'epic': {'pascucci': 1}}",0,Ikv 90 B,1825,43.33,
False,1.71,80,2.65,germany,69.44,1.81,3,1115,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G88_Indien_Panzer.png,180,4,13841,3802,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G88_Indien_Panzer.png,1.61,MT,"{'battleHeroes': {'highCaliber': 14, 'topGun': 7, 'confederate': 11, 'tankSniper': 2, 'steelWall': 1, 'defender': 3, 'scout': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 119, 'duelist': 27, 'fighter': 16, 'shellproof': 1, 'kamikaze': 3, 'spotter': 3, 'masterGunner': 19, 'sharpShooter': 28}, 'epic': {'oskin': 1, 'pascucci': 1}}",0.31,Indien-Pz.,1875,39.44,
True,1.79,76,2.35,uk,60.42,1.78,3,1273,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB93_Caernarvon_AX.png,144,4,56657,4214,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB93_Caernarvon_AX.png,1.52,HT,"{'battleHeroes': {'highCaliber': 19, 'topGun': 3, 'confederate': 19, 'tankSniper': 2, 'steelWall': 7, 'scout': 1}, 'main': {'fireForEffect': 104, 'duelist': 21, 'fighter': 16, 'shellproof': 12, 'spotter': 2, 'reaper': 3, 'masterGunner': 19, 'sharpShooter': 34}, 'epic': {'pascucci': 1}}",0.69,Caernarvon AX,2340,35.42,
False,1.43,82,2.16,china,62.26,1.78,3,1053,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch11_110.png,363,4,2865,3160,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch11_110.png,1.38,HT,"{'battleHeroes': {'highCaliber': 11, 'topGun': 3, 'confederate': 6, 'steelWall': 21, 'defender': 2, 'invader': 2, 'scout': 1}, 'main': {'fireForEffect': 103, 'duelist': 13, 'fighter': 20, 'shellproof': 14, 'kamikaze': 1, 'spotter': 3, 'reaper': 3, 'masterGunner': 26, 'sharpShooter': 42}, 'epic': {'pascucci': 1}}",0.72,110,1887,36.36,
False,1.74,80,3.38,germany,74.66,1.38,3,1303,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G110_Typ_205.png,146,4,18705,4617,9,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G110_Typ_205.png,1.76,HT,"{'battleHeroes': {'highCaliber': 27, 'topGun': 5, 'confederate': 9, 'steelWall': 23, 'defender': 1, 'invader': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 106, 'duelist': 29, 'fighter': 21, 'shellproof': 25, 'kamikaze': 3, 'spotter': 3, 'reaper': 5, 'masterGunner': 23, 'sharpShooter': 28}, 'epic': {'pascucci': 1}}",1.26,Mäuschen,3209,47.95,
False,2.29,71,3.58,usa,69.32,1.5,3,1380,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A139_M_III_Y.png,88,4,21025,4865,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A139_M_III_Y.png,1.75,HT,"{'battleHeroes': {'highCaliber': 11, 'topGun': 4, 'confederate': 8, 'tankSniper': 1, 'steelWall': 9, 'defender': 1, 'invader': 1, 'patrolDuty': 1}, 'main': {'fireForEffect': 78, 'duelist': 11, 'fighter': 4, 'shellproof': 10, 'spotter': 3, 'reaper': 3, 'masterGunner': 18, 'sharpShooter': 32}, 'epic': {'kolobanov': 1, 'pascucci': 1}}",0.95,M-III-Y,2633,51.14,
False,1.59,76,2.56,china,62.55,1.49,3,1012,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png,259,4,3633,3101,7,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch10_IS2.png,1.54,HT,"{'battleHeroes': {'highCaliber': 19, 'topGun': 4, 'confederate': 6, 'steelWall': 8, 'defender': 2, 'patrolDuty': 1}, 'main': {'fireForEffect': 89, 'duelist': 14, 'fighter': 20, 'shellproof': 1, 'kamikaze': 1, 'spotter': 2, 'reaper': 4, 'masterGunner': 16, 'sharpShooter': 28}, 'epic': {'dumitru': 1}}",0.47,IS-2,1645,39.77,
False,1.96,77,2.19,japan,60,2.36,0,722,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J06_Ke_Ho.png,80,4,2913,3272,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J06_Ke_Ho.png,1.61,LT,"{'battleHeroes': {'highCaliber': 1, 'topGun': 2, 'confederate': 1, 'defender': 1, 'patrolDuty': 1}, 'main': {'kamikaze': 1, 'masterGunner': 25, 'sharpShooter': 51}, 'epic': {}}",0.06,Ke-Ho,600,26.25,
False,6.2,71,7,sweden,100,1,0,1017,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S20_Ikv_72.png,2,4,2945,4063,3,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/sweden-S20_Ikv_72.png,3.5,TD,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 2, 'fighter': 1, 'masterGunner': 5}, 'epic': {}}",0,Ikv 72,778,50,
True,2.15,53,,germany,100,3,0,966,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G108_PzKpfwII_AusfD.png,1,4,60433,2181,2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/germany-G108_PzKpfwII_AusfD.png,2,LT,"{'battleHeroes': {'confederate': 1}, 'main': {'fireForEffect': 1, 'masterGunner': 12, 'sharpShooter': 15}, 'epic': {}}",0.75,Pz. II D,310,100,
True,2.09,73,2.64,usa,64,2.2,3,1264,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A127_TL_1_LPC.png,125,4,62241,4648,8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A127_TL_1_LPC.png,1.65,MT,"{'battleHeroes': {'highCaliber': 18, 'topGun': 2, 'confederate': 13, 'tankSniper': 3, 'steelWall': 2}, 'main': {'fireForEffect': 106, 'duelist': 17, 'fighter': 13, 'shellproof': 2, 'kamikaze': 1, 'spotter': 4, 'reaper': 3, 'masterGunner': 17, 'sharpShooter': 35}, 'epic': {'lehvaslaiho': 7, 'oskin': 1}}",0.49,TL-1 LPC,2451,37.6,
False,1.7,66,2.07,usa,59.92,2.5,3,690,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A05_M4_Sherman.png,237,4,1057,2375,5,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A05_M4_Sherman.png,1.49,MT,"{'battleHeroes': {'highCaliber': 26, 'topGun': 10, 'steelWall': 1, 'defender': 1, 'invader': 1, 'scout': 2, 'patrolDuty': 3}, 'main': {'fireForEffect': 88, 'duelist': 11, 'fighter': 21, 'shellproof': 1, 'kamikaze': 4, 'spotter': 3, 'reaper': 6, 'masterGunner': 19, 'sharpShooter': 19}, 'epic': {'lehvaslaiho': 1, 'oskin': 1, 'pascucci': 3, 'radley': 3}}",0.25,M4A1,654,28.27,
False,4.96,63,10,usa,66.67,2,0,1046,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A129_T6_medium.png,3,4,20257,6760,4,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A129_T6_medium.png,3.33,MT,"{'battleHeroes': {'highCaliber': 1}, 'main': {'fireForEffect': 3, 'duelist': 2, 'fighter': 2, 'shellproof': 1, 'reaper': 3}, 'epic': {'oskin': 1}}",1.1,T6 Medium,1628,66.67,
