tank_id,damage,winrate,direct_hits,image,life_time,distance_traveled,player_winrate,spotting_assist,isPrem,tracking_assist,damage_blocked,nation,big_image,survival,frags,battles,pen_rate,potential_damage_received,tier,penetrations,sniper_damage,shots_fired,damage_received,base_capture_points,base_defense_points,name,winrate_differential,class,spots,wn8,hit_rate
7697,983,46.45,3.83,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G37_Ferdinand.png,331,904,48.29,165,False,36,441,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G37_Ferdinand.png,29.91,0.61,20013,64.86,1713,8,2.48,400,5.84,1245,0.91,0.31,Ferdinand,-1.84,TD,0.34,836,65.46
11521,1328,46.86,5.2,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R81_IS8.png,287,1248,49.74,315,False,49,704,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R81_IS8.png,21.81,0.58,19983,63.47,2421,9,3.3,161,6.98,1698,0.68,0.3,T-10,-2.88,HT,1.2,1165,74.51
21025,776,45.15,5.72,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A139_M_III_Y.png,285,1104,47.11,251,False,40,693,USA,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A139_M_III_Y.png,21.64,0.44,19623,54.44,2058,8,3.12,110,8.25,1344,0.93,0.3,M-III-Y,-1.96,HT,0.86,706,69.37
4257,694,49.7,4.02,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It27_M43_da_105_25_Bassoto.png,313,1056,48.78,137,False,26,19,Italy,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/italy-It27_M43_da_105_25_Bassoto.png,30.81,0.83,19575,71.12,503,6,2.86,313,7.16,472,1.1,0.44,Bassotto,0.92,TD,0.46,1053,56.13
64049,1179,49.04,4.78,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch14_T34_3.png,298,1442,48.64,362,True,43,467,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch14_T34_3.png,27.18,0.79,19401,68.9,1709,8,3.3,222,6.88,1234,0.77,0.37,T-34-3,0.4,MT,1.17,1367,69.51
4929,855,50.15,5.17,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F17_AMX_13_90.png,257,1765,50.91,836,False,31,3,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F17_AMX_13_90.png,20.18,0.6,19256,75.21,1046,9,3.89,183,7.02,1090,0.65,0.36,AMX 13 90,-0.76,LT,2.55,1249,73.65
6945,501,49.64,6.14,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A30_M10_Wolverine.png,284,1004,48.19,122,False,24,35,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A30_M10_Wolverine.png,26.08,0.7,19112,71.89,418,5,4.41,236,10.81,385,0.86,0.51,Wolverine,1.45,TD,0.61,1052,56.74
5713,1436,49.43,6.35,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB24_Centurion_Mk3.png,304,1494,51.05,422,False,60,556,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB24_Centurion_Mk3.png,26.77,0.74,19039,66.06,2046,9,4.19,373,8.94,1513,0.65,0.45,Centurion 7/1,-1.62,MT,1.21,1370,70.98
5265,2146,53.12,7.71,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl21_CS_63.png,307,1856,54.42,585,False,91,335,Poland,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/poland-Pl21_CS_63.png,28.56,1.04,18870,75.54,2039,10,5.82,596,10.39,1804,0.44,0.48,CS-63,-1.3,MT,1.85,1918,74.22
7937,1082,47,5.6,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R40_T-54.png,284,1490,48.96,433,False,49,462,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R40_T-54.png,21.76,0.57,18755,66.18,1960,9,3.71,243,8.14,1488,0.76,0.36,T-54,-1.96,MT,1.23,971,68.85
50977,349,48.1,4.22,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A134_M24E2_SuperChaffee.png,212,1331,48.15,337,True,13,16,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A134_M24E2_SuperChaffee.png,14.33,0.4,18698,72.45,616,6,3.06,79,6.7,617,0.65,0.3,Super Chaffee,-0.05,LT,2.04,797,62.94
6209,2337,49.6,8.42,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F10_AMX_50B.png,311,1627,53.8,313,False,103,277,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F10_AMX_50B.png,26.89,1.1,18663,74.34,2191,10,6.26,564,10.64,1989,0.37,0.46,AMX 50 B,-4.2,HT,1,1989,79.16
34081,1353,51.15,5.61,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A149_AMBT.png,296,1367,50.94,307,True,53,282,USA,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A149_AMBT.png,27.15,0.92,18630,74.14,1443,8,4.16,367,7.58,1132,0.64,0.38,AMBT,0.21,MT,0.94,1471,74.12
16705,1639,51.24,6.58,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F83_AMX_M4_Mle1949_Bis.png,309,1267,50.52,317,False,64,1077,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F83_AMX_M4_Mle1949_Bis.png,27.37,0.74,18604,64.29,2845,9,4.23,207,8.54,1777,0.83,0.32,AMX M4 51,0.72,HT,1.03,1386,77.12
13569,1898,48.65,4,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R88_Object268.png,349,1255,50.38,287,False,57,481,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R88_Object268.png,32.64,0.89,18508,70.85,2051,10,2.83,775,5.79,1589,0.82,0.3,Obj. 268,-1.73,TD,0.53,1310,69.1
34849,1086,47.12,6.6,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A145_TS_54.png,284,1178,49.13,252,True,50,733,USA,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A145_TS_54.png,23.16,0.64,18507,62.6,2155,8,4.13,152,8.98,1430,0.76,0.31,TS-54,-2.01,HT,0.92,996,73.46
3185,1523,48.9,5.86,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/czech-Cz16_TNH_T_vz51.png,309,1302,50.56,300,False,60,764,Czech,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/czech-Cz16_TNH_T_vz51.png,26.38,0.69,18347,65.79,2493,9,3.85,186,7.5,1742,0.79,0.33,TNH T Vz. 51,-1.66,HT,1.06,1282,78.12
11857,566,50.64,4.05,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB77_FV304.png,332,980,48.71,20,False,57,0,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB77_FV304.png,37.61,0.56,18323,4.92,202,6,0.2,436,11.55,206,1.43,0.64,FV304,1.93,SPG,0.06,853,35.08
15377,861,49.08,1.8,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G94_GW_Tiger_P.png,369,307,48.28,12,False,23,6,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G94_GW_Tiger_P.png,40.82,0.5,18276,7.22,298,8,0.13,824,6.22,265,0.03,0.48,G.W. Tiger P,0.8,SPG,0.01,850,28.95
3217,1575,49.78,5.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl05_50TP_Tyszkiewicza.png,315,1197,50.26,302,False,58,949,Poland,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/poland-Pl05_50TP_Tyszkiewicza.png,28.71,0.74,18274,61.71,2777,9,3.32,172,7.13,1821,0.98,0.32,50TP,-0.48,HT,0.88,1398,75.41
15953,1839,48.89,6.84,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB92_FV217.png,325,1102,50.36,365,False,77,1317,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB92_FV217.png,30.27,0.8,18079,60.35,3083,10,4.13,415,9.31,1822,0.92,0.35,Badger,-1.47,TD,0.7,1321,73.47
13841,822,45.54,5.3,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G88_Indien_Panzer.png,300,1266,48.27,260,False,40,236,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G88_Indien_Panzer.png,24.09,0.52,18052,66.02,1426,8,3.5,257,8.17,1150,0.83,0.3,Indien-Pz.,-2.73,MT,0.68,859,64.96
2961,1113,47.88,5.21,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl13_53TP_Markowskiego.png,286,1154,49.71,230,False,46,593,Poland,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/poland-Pl13_53TP_Markowskiego.png,23.46,0.62,17995,60.38,1973,8,3.15,139,7.09,1362,0.93,0.25,53TP,-1.83,HT,0.87,1175,73.5
20225,1882,51.13,4.62,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R149_Object_268_4.png,308,1355,50.82,397,False,52,1479,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R149_Object_268_4.png,28.08,0.81,17985,67.92,3142,10,3.14,308,6.19,1726,0.85,0.21,Obj. 268 4,0.31,TD,1.05,1327,74.67
60449,1242,50.93,5.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A122_TS-5.png,311,1069,49.6,244,True,47,915,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A122_TS-5.png,29.9,0.76,17870,64.83,2243,8,3.41,266,7.71,1301,1.25,0.32,TS-5,1.33,TD,0.66,1213,68.31
1409,646,49.44,6.07,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S07_Strv_74.png,270,1199,48.66,186,False,30,38,Sweden,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/sweden-S07_Strv_74.png,23.6,0.66,17829,75.2,745,6,4.56,201,9.14,736,0.86,0.41,Strv 74,0.78,MT,0.81,1130,66.42
59169,1004,48.15,7.28,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A117_T26E5_Patriot.png,285,1202,49.07,298,True,52,654,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A117_T26E5_Patriot.png,23.61,0.56,17735,60.21,2072,8,4.38,150,10.2,1410,0.74,0.31,T26E5 P,-0.92,HT,1.11,1130,71.35
513,729,48.15,3.98,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R01_IS.png,273,1075,47.57,177,False,33,331,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R01_IS.png,22.15,0.56,17640,60.37,1471,7,2.4,84,6,1136,0.93,0.23,IS,0.58,HT,0.75,839,66.34
11777,606,49.93,6.72,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R80_KV1.png,271,967,47.95,130,False,28,359,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R80_KV1.png,25.02,0.75,17483,66.5,1070,5,4.47,65,10.36,750,1.32,0.27,KV-1,1.98,HT,0.71,1222,64.84
19793,838,46.15,5.87,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB125_Saladin.png,283,1587,48.56,388,False,35,3,UK,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB125_Saladin.png,21.8,0.56,17476,71.56,1055,8,4.2,291,8.57,1062,0.69,0.42,Saladin,-2.41,MT,1.27,947,68.51
6753,1823,51.77,4.74,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J34_Ho_Ri_1.png,354,1221,51.67,277,False,52,736,Japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J34_Ho_Ri_1.png,36,0.95,17475,70.12,2166,9,3.32,615,6.73,1463,0.97,0.41,Ho-Ri 1,0.1,TD,0.62,1499,70.43
37377,1099,50.27,8.61,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R205_Tank_Rozanova_Obsidian.png,301,1245,50.86,339,True,43,711,USSR,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R205_Tank_Rozanova_Obsidian.png,27.38,0.74,17204,66.37,1873,8,5.71,227,12.29,1131,1.04,0.46,Obsidian,-0.59,MT,0.87,1257,70.04
8193,1488,48.67,3.37,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R53_Object_704.png,358,1094,48.4,207,False,44,441,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R53_Object_704.png,34.62,0.81,17110,68.44,1729,9,2.31,635,5,1252,0.82,0.32,Obj. 704,0.27,TD,0.37,1064,67.32
18753,665,49.52,3.85,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F100_Panhard_EBR_90.png,231,2807,50.1,830,False,22,18,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F100_Panhard_EBR_90.png,15.02,0.47,17099,69.16,1030,9,2.66,103,5.72,1089,0.46,0.38,EBR 90,-0.58,LT,3.37,874,67.34
19537,1398,49.09,5.61,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB123_GSOR_1006_v7.png,306,1762,49.6,431,False,55,32,UK,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB123_GSOR_1006_v7.png,25.95,0.73,17002,74.48,1430,9,4.18,527,7.84,1433,0.66,0.48,GSOR 1006/7,-0.51,MT,1.35,1268,71.5
2209,938,46.26,5.8,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It14_P44_Pantera.png,280,1394,48.85,280,False,41,114,Italy,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/italy-It14_P44_Pantera.png,21.18,0.62,16925,70.97,1394,8,4.12,284,8.11,1254,0.54,0.36,P.44 Pantera,-2.59,MT,0.98,1063,71.55
61985,1402,50.94,6.4,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A124_T54E2.png,294,1278,51.46,304,True,59,592,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A124_T54E2.png,26.95,0.81,16569,66.15,1994,8,4.23,231,8.71,1400,0.69,0.35,Renegade,-0.52,HT,1.12,1473,73.48
11041,662,48.15,4.43,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A72_T25_2.png,306,1059,47.48,170,False,32,69,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A72_T25_2.png,27.17,0.55,16554,66.93,801,7,2.97,292,7.09,705,0.96,0.44,T25/2,0.67,TD,0.49,778,62.51
22529,1417,48.39,6.65,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R171_IS_3_II.png,299,1213,49.55,294,False,65,868,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R171_IS_3_II.png,25.12,0.71,16368,62.07,2581,9,4.13,157,8.82,1693,0.74,0.34,IS-3-II,-1.16,HT,0.99,1232,75.43
8449,1135,48.93,2.39,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R51_Object_212.png,383,456,49.12,14,False,35,15,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R51_Object_212.png,41.69,0.54,16368,5.68,333,9,0.14,1086,7.82,276,0.09,0.77,212A,-0.19,SPG,0.01,930,30.56
9521,1028,48.46,4.2,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch50_BZ_166.png,282,1114,49.81,229,False,36,759,China,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch50_BZ_166.png,22.7,0.54,16330,62.94,2129,8,2.65,109,5.87,1380,0.92,0.2,BZ-166,-1.35,HT,0.95,1114,71.62
10529,570,50.76,6.94,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A58_T67.png,299,1272,49.3,143,False,27,2,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A58_T67.png,27.12,0.79,16240,75.87,366,5,5.27,265,12.4,386,1.04,0.64,T67,1.46,TD,0.74,1217,55.98
18209,742,48.77,2.81,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A100_T49.png,247,1732,50.17,777,False,37,5,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A100_T49.png,17.14,0.48,16199,53.91,1231,9,1.52,142,4.3,1298,0.57,0.23,T49,-1.4,LT,2.72,997,65.38
51793,1601,50.73,6.54,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB110_FV4201_Chieftain_Prototype.png,304,1306,51.7,371,True,63,849,UK,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB110_FV4201_Chieftain_Prototype.png,26.71,0.71,16085,65.23,2471,9,4.27,225,8.78,1668,0.63,0.36,Chieftain P.,-0.97,HT,1.24,1507,74.55
63281,1139,48.32,4.07,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch39_WZ120_1G_FT.png,327,1246,49.57,268,True,37,373,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch39_WZ120_1G_FT.png,29.24,0.77,16055,71.06,1313,8,2.89,461,6.61,903,0.94,0.4,WZ-120-1 FT,-1.25,TD,0.66,1125,61.58
12369,1197,49.3,1.67,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB31_Conqueror_Gun.png,387,514,50.46,19,False,45,20,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB31_Conqueror_Gun.png,42.31,0.46,15995,7.67,366,10,0.13,1144,6.84,310,0.17,0.51,ConquerorGC,-1.16,SPG,0.01,893,24.42
2977,2078,47.75,6.79,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/italy-It15_Rinoceronte.png,314,1340,50.99,389,False,79,754,Italy,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/italy-It15_Rinoceronte.png,28.45,0.93,15945,68.05,2533,10,4.62,328,8.34,1837,0.64,0.33,Rinoceronte,-3.24,HT,1.03,1644,81.44
14625,890,45.99,6.18,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A90_T69.png,286,1264,47.88,267,False,36,270,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A90_T69.png,23.37,0.6,15945,65.94,1506,8,4.08,205,9.1,1207,0.76,0.39,T69,-1.89,MT,0.8,945,67.99
15393,1369,47.63,6.2,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A89_T54E1.png,293,1200,49.18,236,False,61,324,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A89_T54E1.png,23.52,0.71,15875,64.94,2075,9,4.03,222,8.37,1722,0.76,0.34,T54E1,-1.55,HT,0.74,1126,74.11
3361,591,50.54,7.55,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A09_T1_hvy.png,262,1055,47.32,153,False,23,316,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A09_T1_hvy.png,22.98,0.71,15817,70.62,1105,5,5.33,80,11.71,835,1.13,0.37,T1 Heavy,3.22,HT,0.97,1187,64.48
18241,419,49.49,3.48,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F107_Hotchkiss_EBR.png,191,1996,48.13,393,False,13,6,France,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/france-F107_Hotchkiss_EBR.png,11.32,0.42,15774,70.97,692,7,2.47,62,5.34,718,0.41,0.26,EBR Hotch.,1.36,LT,2.49,766,65.26
21505,1382,50.61,5.58,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R96_Object_430.png,307,1511,49.8,443,False,60,613,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R96_Object_430.png,27.75,0.77,15741,68.6,2166,9,3.83,256,7.97,1586,0.8,0.37,Obj. 430,0.81,MT,1.15,1204,70
43297,1438,51.33,7.42,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A158_T832.png,311,1280,51.2,327,True,61,840,USA,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A158_T832.png,29.77,0.8,15692,64.75,2270,8,4.81,230,9.64,1447,0.8,0.4,T-832,0.13,HT,1.11,1445,77.02
20561,720,50.68,6.97,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB126_FSV_Scheme_A.png,277,1637,49.32,378,False,24,15,UK,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/uk-GB126_FSV_Scheme_A.png,24.47,0.68,15662,75.28,846,7,5.25,218,10.27,855,0.82,0.58,FSV Sch. A,1.36,MT,1.5,1055,67.91
22785,916,46.55,5.58,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R170_IS_2_II.png,279,1059,47.96,190,False,43,465,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R170_IS_2_II.png,20.69,0.53,15657,60.77,1905,8,3.39,112,7.75,1411,0.8,0.25,IS-2-II,-1.41,HT,0.69,904,71.94
6497,1080,48.29,4.66,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J33_Ho_Ri_2.png,339,1099,49.78,207,False,43,545,Japan,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/japan-J33_Ho_Ri_2.png,31.53,0.69,15643,68.29,1709,8,3.18,417,7.34,1144,1.06,0.39,Ho-Ri 2,-1.49,TD,0.47,1097,63.56
9265,1621,51.11,5.12,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch49_BZ_68.png,306,1239,51.57,326,False,50,979,China,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch49_BZ_68.png,27.48,0.75,15538,65.06,2651,9,3.33,178,6.81,1710,0.92,0.32,BZ-68,-0.46,HT,1.17,1482,75.21
6145,2105,50.49,8.09,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R90_IS_4M.png,329,1283,51.62,477,False,73,1925,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R90_IS_4M.png,32.04,0.84,15257,63.34,4176,10,5.13,174,10.15,2317,1.14,0.37,IS-4,-1.13,HT,1.1,1714,79.75
20769,678,48.46,4.8,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A147_M_II_Y.png,281,1086,46.65,212,False,32,461,USA,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/usa-A147_M_II_Y.png,23.7,0.48,15256,62.92,1583,7,3.02,86,7.1,1127,1.18,0.29,M-II-Y,1.81,HT,0.83,704,67.58
9777,873,51.59,5.04,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch51_BZ_58.png,278,1120,49.11,209,False,35,522,China,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch51_BZ_58.png,24.52,0.63,15250,66.75,1601,7,3.37,97,7.2,1118,1.2,0.25,BZ-58,2.48,HT,0.95,1048,70
9249,735,47.7,3.93,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A64_T25_AT.png,307,1087,47.84,146,False,33,144,USA,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/usa-A64_T25_AT.png,26.44,0.62,15175,69.75,894,7,2.74,316,6.36,709,1,0.36,T25 AT,-0.14,TD,0.44,826,61.75
37889,495,48.68,7.03,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R197_KV_1S_MZ.png,260,975,47.93,136,True,22,261,USSR,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/ussr-R197_KV_1S_MZ.png,21.81,0.6,15141,66.58,959,5,4.68,57,10.6,735,1.09,0.28,KV-1SA,0.75,HT,0.76,878,66.32
44545,1342,48.24,5.27,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R119_Object_777.png,305,1282,48.73,346,True,53,1141,USSR,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/ussr-R119_Object_777.png,26.07,0.63,15094,62.44,2884,9,3.29,142,7.25,1731,1.07,0.32,Obj. 777 II,-0.49,HT,1.11,1100,72.75
9009,2365,51.17,5.81,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch48_BZ_75.png,322,1399,54.11,455,False,58,1108,China,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/china-Ch48_BZ_75.png,31.29,0.98,15059,67.84,3286,10,3.94,277,7.42,2305,0.79,0.3,BZ-75,-2.94,HT,1.26,1919,78.28
8721,1008,48.83,2.02,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G45_G_Tiger.png,375,395,48.58,16,False,33,1,Germany,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/germany-G45_G_Tiger.png,40.76,0.49,15031,6.13,328,9,0.12,964,6.73,303,0.06,0.54,G.W. Tiger,0.25,SPG,0.01,822,30.02
64817,598,52.42,6.74,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch24_Type64.png,241,1542,50.81,450,True,20,2,China,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/china-Ch24_Type64.png,20.38,0.75,14962,78.68,557,6,5.31,182,10.03,586,0.68,0.48,Type 64,1.61,LT,2.61,1570,67.21
849,491,50.97,11.73,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB07_Matilda.png,284,880,47.79,114,False,13,224,UK,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/uk-GB07_Matilda.png,30.95,0.78,14853,77.92,703,4,9.14,93,18.7,482,1.52,0.64,Matilda,3.18,MT,0.64,1377,62.72
