isPrem,tank_id,avg_ammo_cost,tier,avg_earnings,image,name,class,avg_consumables_cost,nation,cost_per_shot,avg_repair_cost,earnings_per_minute,profit_per_minute,battles,avg_profit
True,46609,20546,8,74493,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G142_M48RPz.png,M48 RPz,MT,8669,Germany,1807,7665,14429,7285,1270,37613
True,59137,21095,7,69475,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R71_IS_2B.png,IS-2,HT,7361,USSR,2877,6046,13441,6766,811,34972
True,61473,21193,7,67989,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A126_PzVI_Tiger_II_capt.png,King Tiger (C),HT,5564,USA,2093,6332,13422,6889,2977,34898
True,15441,23770,8,81641,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB87_Chieftain_T95_turret.png,Chieftain/T95,MT,12067,UK,2027,11196,15805,6699,1293,34606
True,61713,17130,7,59588,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G109_Steyr_WT.png,Steyr WT,TD,4778,Germany,1713,4013,9988,5643,3275,33665
True,35617,14300,5,52360,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A161_ARMT.png,ARMT,MT,4704,USA,1229,1530,10763,6542,7131,31824
True,31233,19983,7,62595,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R175_IS_2_screen.png,IS-2S,HT,5374,USSR,2739,5742,12334,6205,2096,31494
True,46593,21746,7,64039,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R156_IS_2M.png,IS-2M,HT,4690,USSR,2865,6229,12724,6233,897,31372
True,56353,14536,7,56069,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A101_M56.png,Scorpion,TD,6315,USA,1501,3994,9285,5170,4742,31222
True,49921,21201,7,66763,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R133_KV_122.png,KV-122,HT,8652,USSR,3318,5777,13102,6109,1172,31131
True,32321,35461,9,90554,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F118_Char_Mle_75.png,Char Mle. 75,LT,13212,France,2863,10810,20135,6908,14142,31070
True,55297,21103,7,64307,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R89_SU122_44.png,SU-122-44,TD,6678,USSR,2613,5469,11680,5640,4391,31056
True,54785,9288,6,48290,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R49_SU100Y.png,SU-100Y,TD,5885,USSR,1753,2859,8857,5549,5045,30256
True,50721,35924,8,88014,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A136_T42.png,T42,MT,15065,USA,3357,7079,16617,5653,1536,29944
True,51313,31687,7,73662,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz15_Skoda_T-45_Prem.png,Škoda T 45,HT,5605,Czech,2405,6576,13100,5298,133,29793
True,51553,15492,5,51537,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J12_Chi_Nu_Kai.png,Chi-Nu Kai,MT,5047,Japan,1092,1498,9757,5585,1382,29499
True,2113,5618,5,42049,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F28_105_leFH18B2.png,leFH18B2,SPG,6701,France,272,648,6645,4595,18848,29080
True,57617,24080,7,65540,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G78_Panther_M10.png,Panther/M10,MT,7465,Germany,1592,6068,13376,5699,3426,27925
True,50209,20119,5,57823,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/usa-A160_M24_594.png,Chaffee 594,LT,8260,USA,1691,1745,12647,6058,3701,27698
False,273,7256,6,37766,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G02_Hummel.png,Hummel,SPG,2557,Germany,943,1271,6113,4318,8786,26681
True,59649,21683,7,56615,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R116_ISU122C_Berlin.png,ISU-122S,TD,4627,USSR,2718,3706,10000,4698,1265,26598
False,4673,7445,6,37212,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F23_AMX_13F3AM.png,AMX 13 F3,SPG,2585,France,966,1116,5781,4049,6792,26065
True,34305,15371,5,50028,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R193_M4A2_T_34.png,M4-85,MT,7055,USSR,1480,1591,9920,5158,1148,26011
True,61441,13275,4,43927,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R118_T28_F30.png,T-28E F-30,MT,3450,USSR,1332,1402,9126,5360,2308,25799
True,54609,2736,3,31413,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB78_Sexton_I.png,Sexton I,SPG,2818,UK,189,295,5653,4601,654,25563
True,51569,14812,6,47346,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/czech-Cz01_Skoda_T40.png,Škoda T 40,MT,4593,Czech,1505,2699,9763,5204,2133,25240
True,40961,11171,4,41657,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/ussr-R201_IT_3.png,IT-3,MT,4100,USSR,955,1507,10488,6263,1635,24876
True,51345,17889,6,50337,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl16_T34_85_Rudy.png,Rudy Pl,MT,5126,Poland,1554,2646,10173,4986,2771,24675
True,64769,14922,6,51696,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R152_KV2_W.png,KV-2 (R),HT,8722,USSR,3047,3437,10607,5050,5611,24613
True,54097,26115,7,62050,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB71_AT_15A.png,AT 15A,TD,5985,UK,1757,5428,11770,4651,1736,24520
True,47105,14912,5,43971,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R154_T_34E_1943.png,T-34S,MT,2898,USSR,990,1719,9261,5148,1275,24441
True,57105,14800,6,47008,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G41_DickerMax.png,Dicker Max,TD,5249,Germany,1944,2760,8176,4209,8438,24197
True,45585,18094,5,48016,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/germany-G81_Pz_IV_AusfH_GuP.png,Pz. IV H Ankou,MT,4227,Germany,1173,1543,9961,5010,471,24151
True,63809,28420,7,65046,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100.png,AMX 13 57,LT,8837,France,1637,3807,14187,5230,11082,23981
True,53761,16540,5,47061,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R78_SU_85I.png,SU-85I,TD,4793,USSR,1222,1814,8207,4170,1806,23913
True,14353,26793,7,71515,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G85_Auf_Panther.png,Aufkl.Panther,LT,12778,Germany,2130,8066,15382,5135,596,23876
True,57169,17951,6,48038,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB95_Ekins_Firefly_M4A4.png,Firefly VC,MT,4663,UK,1355,2661,9419,4463,3999,22761
True,52769,9689,3,35791,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A43_M22_Locust.png,Locust,LT,2661,USA,399,1139,8665,5399,732,22301
True,49169,14896,6,46297,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G136_Tiger_131.png,Tiger 131,HT,5224,Germany,1551,3921,9895,4756,9596,22254
True,61217,23503,6,54602,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A123_T78.png,T78,TD,6447,USA,2325,2402,9652,3933,14333,22248
True,54545,17617,5,46610,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G46_T-25.png,Pz. T 25,MT,4989,Germany,1210,2116,9367,4398,1642,21886
True,50817,7510,3,31015,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/sweden-S34_Lago_M38.png,Lago M38,LT,955,Sweden,406,868,7722,5398,517,21681
True,53585,21410,5,47440,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB68_Matilda_Black_Prince.png,Matilda BP,MT,2764,UK,1022,1611,9330,4258,670,21652
True,64817,18586,6,51113,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/china-Ch24_Type64.png,Type 64,LT,8345,China,1544,2531,12107,5128,22363,21650
True,60929,368,3,24883,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R105_BT_7A.png,BT-7 art.,LT,2435,USSR,34,595,7556,6524,1387,21484
True,58945,11652,5,41079,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/france-F124_AMX_13FL11.png,AMX 13 FL 11,LT,6280,France,1382,1744,9197,4792,5977,21402
True,53841,18922,6,51150,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB63_TOG_II.png,TOG II*,HT,6766,UK,1414,4109,10140,4232,2333,21351
True,57361,14701,6,44484,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G77_PzIV_Schmalturm.png,Pz. IV S.,MT,6462,Germany,1177,2009,9207,4411,2033,21312
True,63297,30841,7,65578,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F69_AMX13_57_100_GrandFinal.png,AMX 13 57F,LT,9661,France,1726,3822,14129,4579,4433,21253
True,52321,17495,6,46847,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/japan-J19_Tiger_I_Jpn.png,HT No. VI,HT,4270,Japan,1765,3901,9840,4449,5414,21181
True,55889,16473,6,47344,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB85_Cromwell_Berlin.png,Cromwell B,MT,6974,UK,1281,2862,11022,4897,14549,21033
False,7233,8551,7,36010,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F24_Lorraine155_50.png,Lorr. 155 50,SPG,4232,France,992,2199,5629,3287,4078,21026
True,61249,18798,5,46260,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F112_M10_RBFM.png,M10 RBFM,TD,5304,France,1109,1379,8565,3847,20430,20777
True,33,28883,5,54937,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A21_T14.png,T14,HT,3119,USA,1687,2258,11789,4436,2131,20675
True,60993,19230,6,47496,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F85_M4A1_FL10.png,M4A1 FL 10,MT,5082,France,1387,2631,9268,4010,7394,20552
True,51585,17377,6,45733,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S01_Strv_74_A2.png,Strv m/42-57,MT,5326,Sweden,1363,2509,9054,4062,8319,20520
True,60737,18526,6,46836,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png,Bret. Panther,MT,4727,France,1289,3331,9454,4087,5616,20250
False,1793,10181,7,37203,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R15_S-51.png,S-51,SPG,4431,USSR,1247,2517,5957,3213,5653,20072
False,5649,4521,5,28841,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G23_Grille.png,Grille,SPG,3254,Germany,496,995,4626,3219,5645,20070
True,58113,20056,6,50391,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R108_T34_85M.png,T-34-85M,MT,7693,USSR,1672,2614,10593,4210,40478,20028
True,61009,8921,4,35292,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB116_Harry_Hopkins_I.png,A25 H.H. I,LT,5430,UK,491,943,7675,4349,1125,19996
True,56145,15648,6,44789,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB35_Sentinel_AC_IV.png,AC 4 Exp.,MT,6589,UK,1354,2643,8964,3984,966,19907
True,47873,6546,3,28468,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R143_T_29.png,T-29,MT,1390,USSR,614,629,7639,5340,1470,19901
True,59153,28065,5,55269,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G163_Pz_Kpfw_KW_Ir_mit_75mm_kwk40.png,Pz. KW I,HT,4889,Germany,1699,2462,11438,4108,2942,19852
True,145,18954,6,47381,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/poland-Pl03_PzV_Poland.png,Pudel,MT,5277,Poland,1298,3298,9550,4001,5391,19851
False,11345,5596,7,32238,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB29_Crusader_5inch.png,Crusader SP,SPG,4702,UK,469,2100,4960,3052,4267,19839
False,11601,13321,9,48019,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB30_FV3805.png,FV3805,SPG,6904,UK,1264,8022,7274,2994,7409,19770
False,16417,4433,6,29914,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A87_M44.png,M44,SPG,4419,USA,501,1326,4805,3170,10600,19735
True,52241,19040,4,43636,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G35_B-1bis_captured.png,Pz. B2,HT,3049,Germany,674,1885,10116,4558,2986,19661
True,33281,6545,4,31190,https://api.worldoftanks.com/static/2.69.0/wot/encyclopedia/vehicle/contour/ussr-R185_T_34_L_11_1941.png,T-34 1941,MT,3404,USSR,731,1581,7616,4800,677,19659
True,61457,18837,5,43729,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G107_PzKpfwIII_AusfK.png,Pz. III K,MT,3421,Germany,1399,1853,9297,4170,769,19617
True,12577,21133,5,44991,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A78_M4_Improved.png,M4 Improved,MT,2707,USA,1483,1665,9798,4243,210,19485
True,55569,30139,7,64000,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G48_E-25.png,E 25,TD,9908,Germany,1642,4494,11552,3512,21854,19458
True,51745,19146,5,44409,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A62_Ram-II.png,Ram II,MT,3286,USA,938,2522,8849,3876,1645,19452
True,60161,24233,6,51856,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R114_Object_244.png,Obj. 244,HT,4268,USSR,2050,4021,10514,3920,2055,19333
False,5633,8271,6,32572,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R26_SU-8.png,SU-8,SPG,3759,USSR,807,1314,5296,3126,5426,19226
True,2369,10574,3,31593,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F27_FCM_36Pak40.png,FCM36Pak40,TD,1318,France,761,487,5664,3444,4155,19213
False,8977,10559,7,36618,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G49_G_Panther.png,G.W. Panther,SPG,4645,Germany,1116,2282,5867,3065,12137,19131
False,16129,9641,7,34747,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R91_SU14_1.png,SU-14-1,SPG,3300,USSR,1158,2690,5694,3132,1750,19114
True,58897,16038,8,54189,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G16_PzVIB_Tiger_II_FL.png,Tiger II FL,HT,4600,Germany,1295,14667,6595,2298,125,18883
True,44033,8830,8,44489,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R20_T-44_FL.png,T-44 FL,MT,5063,USSR,588,11910,5490,2306,142,18685
False,4129,3563,5,25721,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A18_M41.png,M41 HMC,SPG,2539,USA,505,943,4073,2957,2472,18676
True,52481,12586,4,37446,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R31_Valentine_LL.png,Valentine II,LT,4648,USSR,503,1546,8322,4148,911,18665
True,52737,6611,3,28525,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R67_M3_LL.png,M3 Light,LT,2489,USSR,317,795,7774,5077,147,18628
True,54801,12022,3,33344,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G50_T-15.png,Pz. T 15,LT,2281,Germany,514,909,8099,4404,274,18131
False,7489,11452,8,40179,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F25_Lorraine155_51.png,Lorr. 155 51,SPG,5018,France,1080,5686,5398,2421,9188,18021
True,59665,9595,3,30422,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G100_Gtraktor_Krupp.png,Gr.Tr.,MT,2132,Germany,882,765,8104,4775,415,17928
True,52001,9596,3,30042,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A33_MTLS-1G14.png,MTLS-1G14,LT,1866,USA,396,675,8453,5037,318,17904
False,4161,2155,5,23240,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png,AMX 13 AM,SPG,2402,France,180,939,3773,2880,1496,17743
True,5745,7760,3,28196,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/czech-Cz29_Pzw_39.png,Pzw. 39,LT,2035,Czech,284,734,7311,4580,2877,17664
True,51281,15830,4,38631,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB113_Matilda_LVT.png,Matilda LVT,MT,3915,UK,1332,1258,8034,3666,803,17626
True,52225,9246,3,29430,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R34_BT-SV.png,BT-SV,LT,1723,USSR,452,870,8278,4948,177,17590
True,51985,16378,3,36582,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G34_S35_captured.png,Pz. S35,MT,2036,Germany,647,581,8526,4098,9717,17585
True,56577,5020,3,24349,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R86_LTP.png,LTP,LT,1375,USSR,278,502,6336,4541,136,17451
False,11857,3122,6,27316,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB77_FV304.png,FV304,SPG,5533,UK,243,1414,4821,3044,6114,17246
False,13393,7636,5,29919,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB44_Archer.png,Archer,TD,3061,UK,609,2016,5270,3030,308,17204
True,54017,30808,5,57375,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R38_KV-220.png,KV-220-2,HT,6315,USSR,1694,3092,11858,3546,2865,17158
False,2897,12322,5,35791,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB08_Churchill_I.png,Churchill I,HT,2586,UK,842,3831,7696,3666,4023,17050
False,2577,11317,5,34232,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G13_VK3001H.png,VK 30.01 H,MT,3410,Germany,1002,2582,7040,3480,7862,16922
True,52385,7968,3,26767,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It29_Carro_Celere_Sahariano.png,Sahariano,MT,1261,Italy,389,619,6351,4014,2540,16918
True,59393,21858,6,46824,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R117_T34_85_Rudy.png,Rudy USSR,MT,5445,USSR,1844,2617,9216,3326,2250,16903
True,63249,20748,5,49070,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G116_Turan_III_prot.png,Turán III PT,MT,9838,Germany,1367,1675,8977,3075,647,16807
False,1153,9624,5,31834,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S02_Strv_M42.png,Strv m/42,MT,3236,Sweden,950,2297,6819,3572,4899,16675
True,46097,8471,4,29167,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G151_Pz_Sfl_IC.png,Pz.Sfl. IC,TD,3048,Germany,628,1066,5644,3208,1186,16580
True,61777,9356,3,28590,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/uk-GB127_A7E3.png,A7E3,LT,2128,UK,545,679,7504,4311,912,16425
False,7969,9944,7,34091,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A32_M12.png,M12,SPG,5342,USA,1110,2392,5334,2568,9757,16411
False,11089,2999,5,26536,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB28_Bishop.png,Bishop,SPG,5861,UK,241,1350,4489,2761,2922,16325
False,4625,2330,4,21313,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G22_Sturmpanzer_II.png,St.Pz. II,SPG,1936,Germany,261,890,3528,2674,158,16157
False,3713,6775,6,30721,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S08_Ikv_65_Alt_2.png,Ikv 65 II,TD,4052,Sweden,872,3747,5824,3060,4778,16145
True,51473,43497,5,71073,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G32_PzV_PzIV.png,Pz. V/IV,MT,9025,Germany,2286,2439,14534,3294,13928,16110
True,11809,25739,7,55648,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/usa-A86_T23E3.png,T23E3,MT,8959,USA,1636,4840,11501,3329,813,16109
False,4865,2273,4,19663,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R14_SU-5.png,SU-5,SPG,473,USSR,194,880,3054,2490,150,16036
False,12113,11210,8,38125,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB79_FV206.png,FV207,SPG,5118,UK,1138,5795,5823,2443,5798,16000
True,51457,23653,5,44221,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R32_Matilda_II_LL.png,Matilda IV,MT,2912,USSR,1482,1656,8858,3205,580,15999
True,50945,5209,2,22591,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R125_T_45.png,T-45,LT,1062,USSR,335,355,5738,4054,257,15963
True,43281,6031,2,23341,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/germany-G160_Pz_Kpfw_35_R_mit_T_26_Turm.png,Pz. 35 R,LT,1236,Germany,348,320,5221,3523,190,15752
False,11793,9552,6,31254,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G40_Nashorn.png,Nashorn,TD,2630,Germany,1036,3467,5724,2857,4934,15603
True,54353,33078,5,56594,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB51_Excelsior.png,Excelsior,HT,5258,UK,1907,2670,12602,3471,3021,15587
False,4097,12090,8,37807,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R27_SU-14.png,SU-14-2,SPG,4895,USSR,1568,5245,5912,2435,7039,15576
True,51713,37633,5,60224,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/ussr-R33_Churchill_LL.png,Churchill III,HT,4543,USSR,1584,2475,13159,3402,10060,15573
True,55057,19625,5,43701,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G70_PzIV_Hydro.png,Pz. IV hydr.,MT,6889,Germany,1373,1780,8869,3126,1095,15404
False,7265,9374,6,31737,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/japan-J38_Type_95_Ji_Ro.png,Ji-Ro,TD,3704,Japan,1118,3400,5652,2717,6761,15259
True,60481,16374,9,54269,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F114_Projet_4_1.png,Char Futur 4,MT,7338,France,1852,15486,9677,2687,46254,15069
True,54865,116,2,16980,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/uk-GB76_Mk_VIC.png,Light VIC,LT,1496,UK,0,330,4925,4361,150,15036
False,3969,8601,7,32359,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S06_Ikv_90_Typ_B_Bofors.png,Ikv 90 B,TD,3640,Sweden,998,5120,5952,2758,4745,14997
False,9777,17651,7,44884,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/china-Ch51_BZ_58.png,BZ-58,HT,4821,China,2009,7436,9208,3072,8450,14974
True,47633,5593,2,22640,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G139_MKA.png,MKA,LT,1775,Germany,364,395,5648,3711,548,14876
False,2833,1819,3,18876,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G11_Bison_I.png,Bison,SPG,1705,Germany,284,497,3659,2879,202,14854
False,16145,9514,5,28670,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G76_Pz_Sfl_IVc.png,Pz.Sfl. IVc,TD,2448,Germany,1058,1968,5334,2742,1511,14739
False,14401,10883,9,37985,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F67_Bat_Chatillon155_55.png,B-C 155 55,SPG,4295,France,1123,8219,5775,2217,7501,14587
False,15377,11934,8,37624,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G94_GW_Tiger_P.png,G.W. Tiger P,SPG,5380,Germany,1725,5955,5933,2263,7830,14354
False,4257,9347,6,30853,https://api.worldoftanks.com/static/2.71.0/wot/encyclopedia/vehicle/contour/italy-It27_M43_da_105_25_Bassoto.png,Bassotto,TD,4052,Italy,1071,3138,5523,2562,24016,14315
False,1409,11691,6,34472,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/sweden-S07_Strv_74.png,Strv 74,MT,3895,Sweden,1017,4733,7040,2890,12646,14151
False,10513,28445,8,59365,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/germany-G67_VK4502A.png,VK 45.02 A,HT,4788,Germany,2789,12041,11830,2807,13837,14089
False,4417,19219,5,37760,https://api.worldoftanks.com/static/2.66.0/wot/encyclopedia/vehicle/contour/france-F11_Renault_G1R.png,G1 R,MT,2280,France,2020,2182,8382,3125,276,14077
